"id_item","nom_fr","nom_en","chaine_alpha_fr","chaine_alpha_en","autre_nom_fr","autre_nom_en","nom_court_fr","nom_court_en","nom_complet_fr","nom_complet_en","representatif_fr","representatif_en","fonction_classification_fr","fonction_classification_en","latin"
1692,"Saponaire officinale / savonnaire / herbe à savon","Common Soapwort",,"Saponaria Saponaria",,,"Saponaire officinale / savonnaire / herbe à savon","Common Soapwort",,,,,," ",
1699,"Saladelle à Feuilles Sinuées / Statice Sinué","Statice / Statis / Wavyleaf Sealavender",,"statice Limonium",,,"Saladelle à Feuilles Sinuées / Statice Sinué","Statice / Statis / Wavyleaf Sealavender",,,,,," ",
1700,"Trèfle des prés / Trèfle violet","Red Clover",,"clover Trifolium",,,"Trèfle des prés / Trèfle violet","Red Clover",,,,,," ",
1715,,"White mustard (Sinapis alba)","Sinapis","Sinapis",,,,"White mustard (pollen)",,,,,," ",
1742,,"Saltbush - orache - orach (Atriplex spp.)","Atriplex","Atriplex",,,,"Saltbush / orach (#esp)",,,,,," ",
1852,"Pariétaire officinale ","Pellitory-of-the-wall /Lichwort",,,,,"Pariétaire officinale ","Pellitory-of-the-wall /Lichwort",,,,,," ",
1867,"Plantain de l'Inde / ispaghul / Psylium blond",,,,,,"Plantain de l'Inde / ispaghul / Psylium blond","Desert Indianwheat",,,,,," ",
1873,"Colza / Navette (pollen)","Turnip rape (pollen)",,"Rape Brassica",,,"Colza / Navette (pollen)","Turnip rape (pollen) B. rapa",,,,,," ",
1874,,,,,,,,"Paprika (pollen)",,,,,," ",
1875,,,,,,,,"Castor bean (pollen)",,,,,," ",
1876,,,,,,,,"Tomato (pollen)",,,,,," ",
1881,"Ramie / Ortie de Chine",,,,,,"Ramie / Ortie de Chine",,,,,,," ",
1887,"Roquette sauvage / Diplotaxis à feuilles étroites / Roquette jaune",,,,,,"Roquette sauvage / Diplotaxis à feuilles étroites / Roquette jaune",,,,,,," ",
1903,,"Annual seablite (Suaeda maritima)","Soude Suaeda","Seablite Suaeda",,,,"Annual seablite",,,,,," ",
1904,,"Saltwort  (# spp)",,,,,,"Saltwort (# spp)",,,,,," ",
1918,,"Viper's Bugloss / Blueweed",,,,,,"Viper's Bugloss / Blueweed",,,,,," ",
1919,"Zygophyllum / Fabagelle",,,,,,"Zygophyllum / Fabagelle",,,,,,," ",
1929,,"Donkey milk / Ass milk",,,,,,"Donkey milk / Ass milk",,,,,," ",
1935,"Amblyseius cucumeris / Acarien","Predatory Mite / Cali mite",,,,,"Amblyseius cucumeris / Acarien","Predatory Mite / Cali mite",,,,,," ",
1942,"Dermanyssus gallinae / Faux poux des volailles / Poux rouges des volailles "," Red mite / Poultry mite / Red poultry mite / roost mite and chicken mite",,,,,"Dermanyssus gallinae / Faux poux des volailles / Poux rouges des volailles ","Red mite / Poultry mite / chicken mite",,,,,," ",
1944,,,,,,,,"Scabies mite",,,,,," ",
1956,,"Common Quail (egg white)",,,,,,"Quail (egg) (white)",,,,,," ",
1957,,,,,,,,"Common Quail (egg) (yolk)",,,,,," ",
1958,,,,,,,,"Whole hen's (egg)",,,,,," ",
1959,,,,,,,,"Ostrich (egg)",,,,,," ",
1961,,,,,,,,"Seagull (eggs)",,,,,," ",
1969,,"Barracuda",,"Sphyraena barracuda",,,,"Barracuda",,,,,," ",
1977,,"White pomfret / Silver Pomfret (Pampus argenteus)","Aileron Pampus","Pomfret Pampus",,,,"White pomfret / Silver Pomfret",,,,,," ",
1979,,"Shads / River herrings (Alosa alosa)","Alose Alosa","Herring Alosa",,,,"Shads / River herrings ",,,,,," ",
1980,"Anchois commun / Enchois européen","Anchovy / European anchovy",,"anchovy Engraulis",,,"Anchois commun / Enchois européen","Anchovy / European anchovy",,,,,," ",
1993,,"Olive flounder / Bastard halibut / Japanese halibut",,"flounder Paralichthys",,,,"Japanese halibut",,,,,," ",
1994,,"Megrim (# spp)","Cardine Lepidorhombus","Megrim Lepidorhombus",,,,"Megrim (# spp)",,,,,," ",
2004,"Denté commun","Common dentex","dorade dente Dentex","dente bream Dentex",,,"Denté commun","Common dentex",,,,,," ",
2029,,"European eelpout",,,,,,"European eelpout",,,,,," ",
2030,,"Atlantic catfish/ Atlantic wolffish",,,,,,"Atlantic catfish/ Atlantic wolffish",,,,,," ",
2037,"Merlu commun / merlu européen","European hake",,,,,"Merlu commun / merlu européen","Hake / hake",,,,,," ",
2044,,"Char (# spp)",,,,,,"Char (# spp)",,,,,," ",
2048,,"Barramundi / Asian seabass",,,,,,"Barramundi / Asian seabass",,,,,," ",
2051,"Pilchard du Japon / Sardine du Japon",,,,,,"Pilchard du Japon / Sardine du Japon",,,,,,," ",
2053,,,,,,,,,,,,,," ",
2056,,"Catfish",,,,,,"Catfish",,,,,," ",
2058,,"Ocean perch (Golden Redfish, Rosefish, Redfish, Large Redfish - Sebastes marinus)","Rascasse Sebastets","Redfish Sebastes",,,,"Redfish",,,,,," ",
2077,,"Rockfish ",,"Rockfish Sebastes",,,,"Rockfish",,,,,," ",
2079,,"Buri / Yellowtail / Japanese Amberjack",,"amberjack Seriola",,,,"Buri / Yellowtail / Japanese Amberjack",,,,,," ",
2091,,"Tilapia",,"tilapia Oreochromis",,,,"Tilapia",,,,,," ",
2099,,"Velvet crab / Velvet swimming crab",,"etrille Portunus",,,,"Velvet crab / Velvet swimming crab",,,,,," ",
2112,,"Horsehair crab",,"Crab Erimacrus",,,,"Horsehair crab",,,,,," ",
2114,,"Indian prawn / Indian white prawn",,"Penaeus Fenneropenaeus",,,,"Indian prawn / Indian white prawn",,,,,," ",
2118,,"Greasyback shrimp / Sand shrimp",,"shrimp Metapenaeus",,,,"Greasyback shrimp / Sand shrimp",,,,,," ",
2121,,"Neptune rose shrimp",,"Shrimp Parapenaeus",,,,"Neptune rose shrimp",,,,,," ",
2122,,"Pacific White Shrimp / Whiteleg shrimp",,"Penaeus",,,,"Pacific White Shrimp / Whiteleg shrimp",,,,,," ",
2123,,"Deep-water rose shrimp (Parapenaeus longirostris)","crevette Parapenaeus","Shrimp Parapenaeus",,,,"Deep-water rose shrimp",,,,,," ",
2130,,"Giant tiger prawns",,"Shrimp Panaeus",,,,"Giant tiger prawns",,,,,," ",
2136,,"Indian Spiny Lobster",,"lobster Panulirus",,,,"Indian Spiny Lobster",,,,,," ",
2141,,"Red-banded lobster",,"lobster Metanephrops",,,,"Red-banded lobster",,,,,," ",
2142,,"Goose Neck Barnacle",,"barnacle Pollicipes",,,,"Gooseneck barnacle (P cornucopia)",,,,,," ",
2143,,"Goose Neck Barnacle",,"barnacle Mitella",,,,"Gooseneck barnacle (M Pollicipes)",,,,,," ",
2149,,"Octopus",,"Octopus Octopus",,,,"Octopus (O. fangsiao)",,,,,," ",
2150,,"Octopus",,"Octopus Octopus",,,,"Octopus (O. luteus)",,,,,," ",
2151,"Turbo/ turban","Horned Turban",,"Turbo swapped turban",,,"Turbo/ turban","Horned Turban",,,,,," ",
2152,,"Razor shell",,"Ensis arcuatus",,,,"Razor shell",,,,,," ",
2154,"Acmée (Collisella)","True limpet (Collisella)","Acmée Collisella","Limpet Collisella",,,,"True limpet",,,,,," ",
2155,"Grande fissurelle","Giant Keyhole Limpet / Grand Keyhole Limpet",,"fissurelle Fissurella",,,,"Giant Keyhole Limpet / Grand Keyhole Limpet",,,,,," ",
2162,,"Spear squid",,"Loligo squid",,,,"Spear squid",,,,,," ",
2163,"Calmar tonnelet / Calmar récifal à grandes nageoires","Bigfin Reef Squid",,"squid Sepioteuthis",,,"Calmar tonnelet / Calmar récifal à grandes nageoires","Bigfin Reef Squid",,,,,," ",
2168,,"Great scallop / King scallop",,"Jacques shell comb Mimachlamys",,,,"Great scallop / King scallop",,,,,," ",
2175,"Huître creuse américaine (de Virgine)","Eastern oyster (Crassostrea virginica)",,"oyster Crassostrea",,,,"Eastern oyster ",,,,,," ",
2176,,"Pacific oyster / Japanese oyster",,"oyster Crassostrea",,,,"Pacific oyster / Japanese oyster",,,,,," ",
2177,,"European flat Oyster / Edible Oyster",,"oyster Ostrea",,,,"Oyster",,,,,," ",
2178,"Mélongène ternée","Helk",,"melongena Pugilina",,,,"Helk",,,,,," ",
2179,,"Bean clams (Donax)","Moule Donax","Clam Donax",,,"Moule blanche","Bean clam",,,,,," ",
2183,,"Asian Green Mussel (Perna viridis)",,"mussel Perna",,,,"Asian Green Mussel (Perna viridis)",,,,,," ",
2184,,"Murex","Murex Murex","Murex Murex",,,,"Murex",,,,,," ",
2185,,"Small abalone / ear shells / sea ears",,"abalone Haliotis",,,,"Small abalone / ear shells / sea ears",,,,,," ",
2188,,"Clam",,"clam Lutraria",,,,"Clam (Lutraria phil.)",,,,,," ",
2189,,"Clams / Carpet shells",,"clam Ruditapes",,,,"Clam Ruditapes (spp.)",,,,,," ",
2203,,"Turkish snail (Helix lucorum)","Escargot Helix","Snail Helix",,,,"Turkish snail",,,,,," ",
2207,"Grenouille géante","Fanged River Frog / Javan Giant Frog",,"frog Rana",,,,"Fanged River Frog / Javan Giant Frog",,,,,," ",
2211,,"Beef (gelatin)",,"beef gelatin Bos",,,,"Beef (gelatin)",,,,,," ",
2215,,,,,,,,"Trout (sperm)",,,,,," ",
2217,,,,,,,,"Pollock (eggs)",,,,,," ",
2225,,"Durum wheat",,"flour wheat Triticum",,,,"Durum wheat",,,,,," ",
2226,"Kamut ® / Blé de Khorasan (farine) ","Khorasan wheat / Oriental wheat (flour)","Kamut Triticum","Wheat Triticum",,,,"Khorasan wheat",,,,,," ",
2229,,"Einkorn Wheat / Small Spelt",,"einkorn Triticum Spelt flour",,,,"Einkorn wheat (flour)",,,,,," ",
2237,,"Japanese millet",,"Echinochloa millet",,,,"Japanese millet",,,,,," ",
2239,,"Triticale (flour)",,"triticale Triticum Secale",,,,"Triticale (flour)",,,,,," ",
2241,,"Horse Gram / kulthi bean",,"Bean Dolichos",,,,"Horse Gram bean",,,,,," ",
2269,,"Lima bean / butter bean",,"pea bean Phaseolus",,,,"Lima bean",,,,,," ",
2293,"Noix de nan-gai / nangaille","Nan-gai nut / Java Almond",,"nan-gay nut Canarium",,,"Noix de nan-gai / nangaille","Nan-gai nut / Java Almond",,,,,," ",
2297,,"Japanese Chestnut ",,"chestnut Castanea",,,,"Japanese Chestnut ",,,,,," ",
2304,,"Manioc / cassava / tapioca",,"manioc tapioca cassava Manihot",,,,"Manioc / cassava",,,,,," ",
2306,,"Bird Rape",,"Shuttle Brassica",,,,"Bird rape (seed) B. rapa",,,,,," ",
2309,,"Tartary Buckwheat",,"Buckwheat Fagopyrum",,,,"Tartary Buckwheat",,,,,," ",
2329,,"Hardy kiwifruit / Arctic kiwi / Baby kiwi / Dessert kiwi / Grape kiwi / Northern kiwi / Cocktail kiwi",,"Kiwai kiwi Actinidia",,,,"Hardy kiwifruit / Arctic kiwi ",,,,,," ",
2336,,"Plantain",,"Plantain Musa",,,,"Plantain",,,,,," ",
2342,,"Sweet calabash","Calebasse Passiflora","Calabash Passiflora",,,,"Sweet calabash",,,,,," ",
2356,,"Indian date / Red date",,"Ziziphus jujube",,,,"Indian date / Red date",,,,,," ",
2358,,"Gold kiwifruit / Yang tao",,"kiwi Actinidia",,,,"Gold kiwifruit / Yang tao",,,,,," ",
2365,,"Dragon fruit / strawberry pear ","Pitahaya Hylocereus","Dragon fruit Hylocerus",,,,"Dragon fruit",,,,,," ",
2394,,"Longan ","Longane Dimocarpus","Longan Dimocarpus",,,,"Longan",,,,,," ",
2397,,"Medlar (Mespilus germanica)","Nèfle Mespilus","Medlar Mespilus",,,,"Medlar",,,,,," ",
2418,,"Squash / pumpkin",,"Pumpkin squash Cucurbita",,,,"Squash / pumpkin",,,,,," ",
2420,,"Eggplant",,"Eggplant Solanum",,,,"Eggplant",,,,,," ",
2421,,"Paprika ",,"paprika Capsicum",,,,"Paprika ",,,,,," ",
2423,,"Piri Piri / Tabasco / Chili pepper / Bell pepper",,"Cayenne pepper, tabasco pepper pilipili Capsicum",,,,"Piri Piri / Tabasco / Chili pepper / Bell pepper",,,,,," ",
2433,,"Chard",,"chard chard Beta",,,,"Chard",,,,,," ",
2436,,"Cardoon",,"Cardoon Cynara",,,,"Cardoon",,,,,," ",
2460,,"Chinese Yam / nagaimo",,"Yam Dioscorea",,,,"Chinese Yam / nagaimo",,,,,," ",
2477,,"Broad-leaved batavian endive / escarole","scarole chicoree Cichorium","escarole  Cichorium",,,,"Escarole",,,,,," ",
2484,,"Giant swamp taro (Cyrtosperma merkusii)","Taro Cyrtosperma","Taro Cyrtosperma",,,,"Giant swamp taro",,,,,," ",
2486,,"Jerusalem artichoke","Topinambour Helianthus","Artichoke Helianthus",,,,"Jerusalem artichoke",,,,,," ",
2512,,"Puffball",,"vesse calvatia",,,,"Puffball",,,,,," ",
2516,,"Common mushroom / Field Mushroom",,"agaric mushroom Agaricus",,,,"Common mushroom / Field Mushroom",,,,,," ",
2523,,"Shaggy ink cap / Lawyer's wig / Shaggy mane",,"coprin Coprinus",,,,"Shaggy ink cap / Lawyer's wig / Shaggy mane",,,,,," ",
2538,,"Gamboge",,"Garcinia cambogia",,,,"Gamboge",,,,,," ",
2543,,"Colza / Canola (Brassica napus)","Colza Brassica","Colza Brassica",,,,"Colza / Canola",,,,,," ",
2562,,"Horse dung fungus / Bohemian truffle",,"Pisolithus",,,,"Horse dung fungus / Bohemian truffle",,,,,," ",
2570,,"Common polypody (Polypodium vulgare )","Réglisse Polypodium","Polypody Polypodium",,,,"Polypody",,,,,," ",
2580,,"Tea",,"the Camellia",,,,"Tea",,,,,," ",
2599,,"Sunda Slow Loris",,"loris Nycticebus",,,,"Sunda Slow Loris",,,,,," ",
2609,,"Mongolian gerbil (dander)  (Meriones unguiculatus)","Gerbille Meriones","Gerbil Meriones",,,,"Mongolian gerbil (dander)",,,,,," ",
2611,,"Golden hamster (dander)",,"hamster mesocricetus",,,,"Golden hamster (dander)",,,,,," ",
2612,,"Siberian hamster  (dander) / djungarian hamster / dwarf hamster",,"hamster Phodopus",,,,"Siberian hamster  (dander) ",,,,,," ",
2613,,"Jaguar  (dander)",,"jaguar Panthera",,,,"Jaguar  (dander)",,,,,," ",
2615,,"Leopard (dander)",,"leopard Panthera",,,,"Leopard (epith.)",,,,,," ",
2616,,"Snow Leopard  (dander)",,"leopard Uncia",,,,"Snow leopard  (dander)",,,,,," ",
2617,,"Hare  (dander)",,"hare Lepus",,,,"Hare  (dander)",,,,,," ",
2618,,"Lion  (dander)",,"lion Panthera",,,,"Lion  (dander)",,,,,," ",
2621,,"Pig / Swine  (dander)",,"Pig Sus scrofa",,,,"Pig / Swine  (dander)",,,,,," ",
2622,,"Mountain Lion / Puma / cougar  (dander)",,"Puma Puma",,,,"Mountain Lion / Puma / cougar (dander)",,,,,," ",
2623,,"Rat  (dander)",,"rat Rattus",,,,"Rat  (dander)",,,,,," ",
2624,,"Raccoon Dog epithelia",,"raccoon Procyon",,,,"Raccoon Dog (dander)",,,,,," ",
2625,,"Arctic Fox / blue fox   (dander)",,"fox Alopex",,,,"Arctic fox (dander)",,,,,," ",
2626,,"Silver fox  (dander)",,"fox vulpes",,,,"Silver fox (dander)",,,,,," ",
2627,,"Reindeer  (dander)",,"deer Odocoileus",,,,"Reindeer  (dander)",,,,,," ",
2629,,"Serval  (dander)",,"serval Leptailurus",,,,"Serval  (dander)",,,,,," ",
2630,,"Tiger  (dander)",,"Tiger Panthera",,,,"Tiger  (dander)",,,,,," ",
2634,,"Beef (serum)",,"ox Bos",,,,"Beef (serum)",,,,,," ",
2635,,"Goat (serum)",,"goat Capra",,,,"Goat (serum)",,,,,," ",
2636,,"Sheep (serum)",,"sheep Ovis",,,,"Sheep (serum)",,,,,," ",
2637,,"Pig / Swine (serum)",,"pig Sus",,,,"Pig / swine (serum)",,,,,," ",
2638,,"Rat (serum)",,"rat Rattus",,,,"Rat (serum)",,,,,," ",
2639,,"Rabbit (urine)",,"rabbit Oryctolagus",,,,"Rabbit (urine)",,,,,," ",
2640,,"Pig / Swine (urine)",,"pig Sus",,,,"Pig / Swine (urine)",,,,,," ",
2642,,"Rat (urine)",,"rat Rattus",,,,"Rat (urine)",,,,,," ",
2644,,"Zebra (serum)",,"Equus zebra",,,,"Zebra (serum)",,,,,," ",
2653,,"Asiatic honey bee / Eastern honey bee",,"Apis",,,,"Asiatic honey bee / Eastern honey bee",,,,,," ",
2655,,"Asian predatory wasp / Asian Hornet / Yellow-legged hornet",,"hornet Vespa",,,,"Asian predatory wasp / Asian Hornet / Yellow-legged hornet",,,,,," ",
2656,"Guêpe Polistes exclamans","Paper wasp",,"wasp Polistes",,,,"Wasp (P. exclamans)",,,,,," ",
2657,,"Metricus paper wasp",,"wasp Polistes",,,,"Metricus paper wasp",,,,,," ",
2658,"Guêpe Polistes gallicus","Paper wasp",,"wasp Polistes",,,,"Wasp (P. gallicus)",,,,,," ",
2659,,"Golden paper wasp / Northern paper wasp",,"wasp Polistes",,,,"Golden paper wasp / Northern paper wasp",,,,,," ",
2660,"Guêpe Polistes annularis","Paper wasp",,"wasp Polistes",,,,"Wasp (P. annularis)",,,,,," ",
2661,,"Red Paper wasp",,"wasp Polistes",,,,"Red Paper wasp",,,,,," ",
2666,,"Downy yellow jacket",,"wasp Vespula",,,,"Downy yellow jacket",,,,,," ",
2675,,"Gnat",,"gnat Forcipomyia",,,,"Gnat",,,,,," ",
2689,"Fourmi Pachycondyla solitaria","Ant Pachycondyla solitaria",,"Ant Pachycondyla",,,,"Ant (P. solitaria)",,,,,," ",
2691,,"The Asian needle ant",,"Ant Pachycondyla",,,,"The Asian needle ant",,,,,," ",
2692,,"Brazilian fire ant / Red ant",,"ant Solenopsis",,,,"Brazilian fire ant / Red ant",,,,,," ",
2701,,"Southern house mosquito","Moustique Culex","Culex mosquito",,,,"Mosquito (Culex quinq.)",,,,,," ",
2703,"Moustique Aedes albifasciatus","Mosquito Aedes albifasciatus","Moustique Aedes","Mosquito Aedes",,,,"Mosquito (A. albifasc.)",,,,,," ",
2706,,"Inland floodwater mosquito","Moustique Aedes","Mosquito Aedes",,,,"Inland floodwater mosquito",,,,,," ",
2708,,"Yellow fever mosquito","Moustique Aedes","Mosquito Aedes",,,,"Mosquito (A. aegypti)",,,,,," ",
2709,,"Asian tiger mosquito","Moustique Aedes","Mosquito Aedes",,,,"Mosquito (A. albopictus)",,,,,," ",
2718,,"Tick","Tique Ixodes","Tick Ixodes",,,,"Tick",,,,,," ",
2727,,"New world hookworm",,"necator",,,,"New world hookworm",,,,,," ",
2737,"Hysterothalicium (larves d')","Hysterothalicium larvae",,"Hysterothalicium",,,,"Hysterothalicium Larvae",,,,,," ",
2762,,"Coral",,"Coral Dendronephthya",,,,"Coral",,,,,," ",
2775,,"Sea Squirt",,"acsidie ​​Styela",,,,"Sea Squirt",,,,,," ",
2784,,"Hippeastrum / Amaryllis","Hippeastrum","Hippeastrum",,,,"Amaryllis",,,,,," ",
2797,,"Annato / roucou / achiote (dye of)","Annato Bixa","Annato Bixa",,,,"Annato / Roucou",,,,,," ",
2830,,"Red midge / Bloodworms (larvae)",,"Chironomid Chironomus",,,,"Red midge / Bloodworms (larvae)",,,,,," ",
2835,,"Snake gourd / Chichinda / Padwal",,"gourd Trichosanthes",,,,"Snake gourd / Chichinda / Padwal",,,,,," ",
2847,,"Corn leaf",,"Zea",,,,"Corn (leaf)",,,,,," ",
2876,,"Human semen",,"seminal fluid semen Homo",,,,"Human semen",,,,,," ",
2883,,"Carnation",,"Dianthus",,,,"Carnation",,,,,," ",
2916,,"Canary (droppings)",,"canary Serinus",,,,"Canary (droppings)",,,,,," ",
2917,,"Budgerigar / parakeet (droppings)",,"budgerigar Melopsittacus",,,,"Parakeet (droppings)",,,,,," ",
2918,,"Chicken (droppings)",,"Chicken Gallus",,,,"Chicken (droppings)",,,,,," ",
2921,,"Parrot( feathers)",,"parrot",,,,"Parrot (feathers)",,,,,," ",
2922,,"Parrot (serum)",,"parrot",,,,"Parrot (serum)",,,,,," ",
2924,,"Finch (feathers)",,"chaffinch",,,,"Finch (feathers",,,,,," ",
2925,,"Lovebird (feather)s",,"Inseparable Agapornis",,,,"Lovebird (feathers)",,,,,," ",
2926,,"Budgerigar / parakeet (feathers)",,"parakeet Melopsittacus",,,,"Budgerigar / parakeet (feathers)",,,,,," ",
2927,,"Pigeon (feathers)",,"pigeon Columba",,,,"Pigeon (feathers)",,,,,," ",
2928,,"Canary (serum)",,"canary Serinus",,,,"Canary (serum)",,,,,," ",
2929,,"Budgerigar / parakeet (serum)",,"budgerigar Melopsittacus",,,,"Budgerigar / parakeet (serum)",,,,,," ",
2930,,"Pigeon (serum)",,"pigeon Columba",,,,"Pigeon (serum)",,,,,," ",
2969,,"Greater wax moth / Honeycomb moth ",,"moth Galleria",,,,"Greater wax moth / Honeycomb moth ",,,,,," ",
2989,,"Hironomids / Nonbiting midges (# spp)","Moucheron Chironomus","Midge Chironomus",,,,"Hironomids / Nonbiting midges (# spp)",,,,,," ",
2990,"Moustique Chironomus calipterus","Chironomus midge",,"Chironomus",,,,"Chironomus midge",,,,,," ",
3012,"Papillon Ephestia (# esp)","Night flying moth (# spp)",,"moth Ephestia",,,,"Papillon (# esp Ephestia)",,,,,," ",
3014,,"Caddisfly (trichoptera)",,"Caddisfly Trichoptera",,,,"Caddisfly (Trichoptera)",,,,,," ",
3016,,"Indian meal moth (larvae)",,"Plodia",,,,"Plodia interp. (Larvae)",,,,,," ",
3019,,"Booklice / Barklice / Barckflies (Psocoptera)","Pou Psocoptera","Booklice Psocoptera",,,,"Booklice (Psocoptera)",,,,,," ",
3027,,"Beetle",,"Beetle Trogoderma",,,,"Beetle",,,,,," ",
3041,,"Cannabis (leaf)",,"cannabis hemp",,,,"Cannabis (leaf)",,,,,," ",
3048,,"Chinese wormwood / sweet wormwood",,"Artemisia Artemisia",,,,"Chinese wormwood / sweet wormwood",,,,,," ",
3056,"Franseria tenuifolia","Franseria tenuifolia",,"Franseria",,,,"Franseria tenuifolia",,,,,," ",
3058,"Drypetes roxburghi","Drypetes roxburghi",,"Drypetes",,,,"Drypetes roxburghi",,,,,," ",
3059,,"Fishtail palm / Sugar palm","Palmier Caryota","Palm  Caryota",,,," Sugar palm",,,,,," ",
3062,"Cryphonectria parasitica","Cryphonectria parasitica",,"Cryphonectria",,,"Cryphonectria parasitica","Cryphonectria parasitica",,,,,," ",
3065,"Phoma tracheiphila","Phoma tracheiphila",,"Phoma",,,,"Phoma tracheiphila",,,,,," ",
3067,"Rhizomucor miehei","Rhizomucor miehei",,"Rhizomucor",,,,"Rhizomucor miehei",,,,,," ",
3068,"Thermomyces (# esp)","Thermomyces (# esp)",,"Thermomyces",,,," Thermomyces (#esp)",,,,,," ",
3074,,"Guinea pig (urine)",,"guinea pig Cavia",,,,"Guinea pig (urine)",,,,,," ",
3075,,"Ferret (urine)",,"ferret Mustela",,,,"Ferret( urine)",,,,,," ",
3076,,"Hamster (urine)",,"hamster Cricetus",,,,"Hamster (urine)",,,,,," ",
3077,"Penicillium luteum","Penicillium luteum",,"Penicillium",,,,"Penicillium luteum",,,,,," ",
